1N483A        DIODE,SI SIGNAL/SWITCHING <100V <300MA
1N483B        DIODE,SI SIGNAL/SWITCHING <100V <300MA
1N483BJANTX   DIODE,SI SIGNAL/SWITCHING <100V <300MA
1N484B        DIODE,SI SIGNAL/SWITCHING <200V <300MA
1N485B        DIODE,SI SIGNAL/SWITCHING <200V <300MA
1N4907        DIODE,ZENER 13V <1W
1N4933        DIODE,SI RECTIFIER <100V <3A FAST(TRR<1US)
1N4934        DIODE,SI RECTIFIER <200V <3A FAST(TRR<1US)
1N4935        DIODE,SI RECTIFIER <400V <3A FAST(TRR<1US)
1N4936        DIODE,SI RECTIFIER <600V <3A FAST(TRR<1US)
1N4937        DIODE,SI RECTIFIER <800V <3A FAST(TRR<1US)
1N4938        DIODE,SI RECTIFIER <400V <.3A VERY-FAST(TRR<100NS)
1N4942        DIODE,SI RECTIFIER <400V <3A FAST(TRR<1US)
1N4942AJTX    DIODE,SI RECTIFIER <400V <3A FAST(TRR<1US)
1N4946        DIODE,SI RECTIFIER <800V <3A FAST(TRR<1US)
1N4947        DIODE,SI RECTIFIER <1KV <3A FAST(TRR<1US)
1N4954        DIODE,ZENER 6.8V <10W
1N4955        DIODE,ZENER 7.5V <10W
1N4956        DIODE,ZENER 8.2V <10W
1N4957        DIODE,ZENER 9.1V <10W
1N4958        DIODE,ZENER 10V <10W
1N4959        DIODE,ZENER 11V <10W
1N4960        DIODE,ZENER 12V <10W
1N4961        DIODE,ZENER 13V <10W
1N4962        DIODE,ZENER 15V <10W
1N4963        DIODE,ZENER 16V <10W
1N4964        DIODE,ZENER 18V <10W
1N4965        DIODE,ZENER 20V <10W
1N4966        DIODE,ZENER 22V <10W
1N4967        DIODE,ZENER 24V <10W
1N4968        DIODE,ZENER 27V <10W
1N4969        DIODE,ZENER 30V <10W
1N4970        DIODE,ZENER 33V <10W
1N4971        DIODE,ZENER 36V <10W
1N4972        DIODE,ZENER 39V <10W
1N4973        DIODE,ZENER 43V <10W
1N4974        DIODE,ZENER 47V <10W
1N4981        DIODE,ZENER 91V <10W
1N4997        DIODE,SI RECTIFIER <100V <10A
1N5053        DIODE,SI RECTIFIER <1KV <3A
1N5054        DIODE,SI RECTIFIER <2KV <3A
1N5060        DIODE,SI RECTIFIER <600V <3A
1N5062        DIODE,SI RECTIFIER <1KV <3A
1N5139        DIODE,SI VARACTOR 50V-79V 5PF-5PF
1N5139A       DIODE,SI VARACTOR 50V-79V 5PF-5PF
1N5140        DIODE,SI VARACTOR 50V-79V 5PF-10PF
1N5140A       DIODE,SI VARACTOR 50V-79V 5PF-10PF
1N5141        DIODE,SI VARACTOR 50V-79V 5PF-10PF
1N5141A       DIODE,SI VARACTOR 50V-79V 5PF-10PF
1N5142        DIODE,SI VARACTOR 50V-79V 10PF-10PF
1N5142A       DIODE,SI VARACTOR 50V-79V 10PF-10PF
1N5143        DIODE,SI VARACTOR 50V-79V 10PF-10PF
1N5143A       DIODE,SI VARACTOR 50V-79V 10PF-10PF
1N5144        DIODE,SI VARACTOR 50V-79V 10PF-20PF
1N5144A       DIODE,SI VARACTOR 50V-79V 10PF-20PF
1N5145        DIODE,SI VARACTOR 50V-79V 10PF-20PF
1N5145A       DIODE,SI VARACTOR 50V-79V 10PF-20PF
1N5146        DIODE,SI VARACTOR 50V-79V 10PF-20PF
1N5146A       DIODE,SI VARACTOR 50V-79V 10PF-20PF
1N5147        DIODE,SI VARACTOR 50V-79V 20PF-20PF
1N5147A       DIODE,SI VARACTOR 50V-79V 20PF-20PF
1N5148        DIODE,SI VARACTOR 50V-79V 20PF-20PF
1N5148A       DIODE,SI VARACTOR 50V-79V 20PF-20PF
1N5221        DIODE,ZENER 2.4V <1W
1N5221B       DIODE,ZENER 2.4V <1W
1N5221D       DIODE,ZENER 2.4V <1W
1N5222        DIODE,ZENER 2.5V <1W
1N5222B       DIODE,ZENER 2.5V <1W
1N5223        DIODE,ZENER 2.7V <1W
1N5223B       DIODE,ZENER 2.7V <1W
1N5223C       DIODE,ZENER 2.7V <1W
1N5224        DIODE,ZENER 2.8V <1W
1N5224B       DIODE,ZENER 2.8V <1W
1N5225        DIODE,ZENER 3.0V <1W
1N5225B       DIODE,ZENER 3.0V <1W
1N5226        DIODE,ZENER 3.3V <1W
1N5226A       DIODE,ZENER 3.3V <1W
1N5226B       DIODE,ZENER 3.3V <1W
1N5226D       DIODE,ZENER 3.3V <1W
1N5227        DIODE,ZENER 3.6V <1W
1N5227B       DIODE,ZENER 3.6V <1W
1N5228        DIODE,ZENER 3.9V <1W
1N5228A       DIODE,ZENER 3.9V <1W
1N5228B       DIODE,ZENER 3.9V <1W
1N5229        DIODE,ZENER 4.3V <1W
1N5229A       DIODE,ZENER 4.3V <1W
1N5229B       DIODE,ZENER 4.3V <1W
1N5230        DIODE,ZENER 4.7V <1W
1N5230A       DIODE,ZENER 4.7V <1W
1N5230B       DIODE,ZENER 4.7V <1W
1N5231        DIODE,ZENER 5.1V <1W
1N5231A       DIODE,ZENER 5.1V <1W
1N5231B       DIODE,ZENER 5.1V <1W
1N5231D       DIODE,ZENER 5.1V <1W
1N5232        DIODE,ZENER 5.6V <1W
1N5232A       DIODE,ZENER 5.6V <1W
1N5232B       DIODE,ZENER 5.6V <1W
1N5233        DIODE,ZENER 6.0V <1W
1N5233A       DIODE,ZENER 6.0V <1W
1N5233B       DIODE,ZENER 6.0V <1W
1N5234        DIODE,ZENER 6.2V <1W
1N5234A       DIODE,ZENER 6.2V <1W
